instance,instance_sha256,rows,columns,nonzeros,integer_columns,status,message,our_objective,published_objective,dual_bound,absolute_gap,relative_gap,matched_published,proved_optimal,independently_verified,nodes,wall_seconds,solver_seconds,git_commit,machine,timestamp_utc,solver_options
k16x240b,9419777aed4f6f709363418843c01d447253f8545ab886dda1834c98f82bed71,256,480,960,240,feasible,stopped at the time limit after 60.00s and 78287 nodes,12066.0,11392.99999884458,6959.959,5106.041,0.4231759489474557,0,0,1,78287,60.064178,60.0019206,53cbe16,Windows-AMD64,2026-09-09T03:12:35+00:00,
markshare1,83516aa1a1d503f01fcea273586406486623370158a119164bd2ffa3594d4752,6,62,312,50,feasible,stopped at the time limit after 60.00s and 85564 nodes,40.0,0.9999999999990905,0.0,40.0,1.0,0,0,1,85564,60.049182,60.0009938,53cbe16,Windows-AMD64,2026-09-09T03:12:35+00:00,
markshare_4_0,1a1feb04f5637db9f69be53bd6224fcd9fe5b8d750870d9b2002b535d25f4353,4,34,123,30,feasible,stopped at the time limit after 60.00s and 117649 nodes,3.9999999999995293,1.0,0.0,3.9999999999995293,1.0,0,0,1,117649,60.050075,60.0015665,53cbe16,Windows-AMD64,2026-09-09T03:12:35+00:00,
markshare_5_0,5309e16f917ec25e9f70402a8c039d4595a91c9499f682b1483babfff5f55b4a,5,45,203,40,feasible,stopped at the time limit after 60.00s and 94708 nodes,26.999999999998334,1.0,0.0,26.999999999998334,1.0,0,0,1,94708,60.047666,60.0006386,53cbe16,Windows-AMD64,2026-09-09T03:12:35+00:00,
neos-1425699,66f7ae93f5715a025ebc2d2ff9b90abdd62b7bd1edefc48307ec38c19d9e722e,89,105,430,85,optimal,,3179698977.0,3179698976.996124,3179698977.0,0.0,0.0,1,1,1,3,0.045727,0.0108701,53cbe16,Windows-AMD64,2026-09-09T03:12:35+00:00,
neos-3072252-nete,91c4f0c863a0597d78ae6ad67a22d711f522319eb4365f7d4b9ec6b3102c01d2,432,576,1292,144,feasible,stopped at the time limit after 60.00s and 13549 nodes,11928124.0,11807698.0,10617028.0,1311096.0,0.10991636237181975,0,0,1,13549,60.049417,60.0039838,53cbe16,Windows-AMD64,2026-09-09T03:12:35+00:00,
neos-3611689-kaihu,60004f4ee9cef8f8e7e9d811d5de63e75e6e96b577a54c923ef1971b89a87039,323,421,1014,88,feasible,stopped at the time limit after 60.67s and 26355 nodes,120.0,119.0,112.34875000000001,7.65124999999999,0.06376041666666658,0,0,1,26355,60.753965,60.6705776,53cbe16,Windows-AMD64,2026-09-09T03:12:35+00:00,
neos-5140963-mincio,cf5cafaab453d0d450f7e654dfc85e0492a1a20d9229c0371158a6cc88b1de4b,184,196,834,183,feasible,stopped at the time limit after 60.00s and 26011 nodes,15178.0,14393.0,11332.04761904762,3845.95238095238,0.25338993154252076,0,0,1,26011,60.184934,60.0022025,53cbe16,Windows-AMD64,2026-09-09T03:12:35+00:00,
neos-5192052-neckar,a683554818c078fca80fe21c0f452463d5d6a051f6898d9da641d5d9f9575906,57,180,545,24,optimal,,-11670000.0,-11670000.0,-11670000.0,0.0,0.0,1,1,1,9,0.108964,0.0338934,53cbe16,Windows-AMD64,2026-09-09T03:12:35+00:00,
neos5,2888e9aeb10a4cf16d3b9ad221302fd3de815ce1454b31e660ebd060589c1072,63,63,2016,53,feasible,stopped at the time limit after 60.05s and 10421 nodes,15.5,15.0,13.749999999999995,1.7500000000000053,0.11290322580645196,0,0,1,10421,60.088892,60.0462469,53cbe16,Windows-AMD64,2026-09-09T03:12:35+00:00,
noswot,f4ac4805801d06bd12e7f67204101928413f7df27fa347bfca1c918e29bca86b,182,128,735,100,feasible,stopped at the time limit after 60.00s and 47572 nodes,-41.0,-41.00000885,-43.00000000000001,2.000000000000007,0.048780487804878224,1,0,1,47572,60.062820,60.0011699,53cbe16,Windows-AMD64,2026-09-09T03:12:35+00:00,
opt1217,21f16d1bd1d917a2b17af6b7b40f6899d75ae4dbf0621f14da71ed2471280124,64,769,1542,768,feasible,stopped at the time limit after 60.00s and 61231 nodes,-15.999999999999995,-16.00000000000012,-20.02139037433155,4.021390374331554,0.25133689839572226,1,0,1,61231,60.049204,60.0032204,53cbe16,Windows-AMD64,2026-09-09T03:12:35+00:00,
p0201,2ecd7f035c546453ffd5e4fe12cf41c111be192411c4cb7e268b3c8ba81e5335,133,201,1923,201,feasible,"stopped on a relative gap target (9.095e-13 absolute, 1.194e-16 relative) after 860 nodes",7615.0,7614.999999999997,7614.999999999999,9.094947017729282e-13,1.194346292544883e-16,1,0,1,860,5.202194,5.1707682,53cbe16,Windows-AMD64,2026-09-09T03:12:35+00:00,
pk1,6c64530538b254a8ae648f8f8f188847366ae52da560fdec0ad290c642973ba0,45,86,915,55,feasible,stopped at the time limit after 60.00s and 68183 nodes,18.000000000000018,11.0,4.57727009478802,13.422729905211998,0.7457072169562213,0,0,1,68183,60.057904,60.0016697,53cbe16,Windows-AMD64,2026-09-09T03:12:35+00:00,
ran12x21,15ad9b8724f5ba4f6ac958e442040a68abab37943e6a0a4cdf59f8a24e03e2b6,285,504,1008,252,feasible,stopped at the time limit after 60.00s and 21447 nodes,3794.0,3663.999999980964,3424.2863363380816,369.7136636619184,0.09744693296307813,0,0,1,21447,60.056266,60.0028952,53cbe16,Windows-AMD64,2026-09-09T03:12:35+00:00,
ran13x13,ddf6f7b055f8cc7442c39a5f3853c3813a8b1f18ae66378d752938337b9cc579,195,338,676,169,feasible,stopped at the time limit after 60.00s and 34421 nodes,3319.0,3252.0,3035.3018315018317,283.69816849816834,0.08547700165657376,0,0,1,34421,60.046247,60.0002777,53cbe16,Windows-AMD64,2026-09-09T03:12:35+00:00,
rlp1,edd6f521c7abe8b2de7425601d1739599b44d27bc192e8c757fe9b5ba03fa2c3,68,461,836,450,feasible,stopped at the time limit after 60.00s and 44075 nodes,14.999999999999998,14.99999999990919,13.274999999999999,1.7249999999999996,0.11499999999999999,1,0,1,44075,60.052523,60.0009073,53cbe16,Windows-AMD64,2026-09-09T03:12:35+00:00,
supportcase14,a8cb263fed392f55c3a506274e69b5172ae82d308cf05240bde0c8070df7c5f5,234,304,1129,304,optimal,,288.0,288.0,288.0,0.0,0.0,1,1,1,89,1.471167,1.4386843,53cbe16,Windows-AMD64,2026-09-09T03:12:35+00:00,
supportcase16,2063fbcfb893abb2c80662ba88e473b13cbc89402aeae2c2f2b7d4c19647b663,130,319,1076,319,optimal,,288.0,288.0,288.0,0.0,0.0,1,1,1,70,0.871453,0.8391922,53cbe16,Windows-AMD64,2026-09-09T03:12:35+00:00,
timtab1,5867d1a9c1067a849211c1a61bdb8839fb0025255dde09989d0ed333e0674d7a,171,397,829,171,feasible,stopped at the time limit after 60.02s and 27963 nodes,1176263.9999997101,764771.99999978,292484.0000001,883779.9999996101,0.7513449361706453,0,0,1,27963,60.118731,60.0182335,53cbe16,Windows-AMD64,2026-09-09T03:12:35+00:00,
